id,province,population,x_coord,y_coord,latitude,longitude,name,household_id
62060,6,8988,233014.087952381,156212.903190476,50.7120405371429,5.54694290285714,JUPRELLE,6
62063,6,196437,236455.095586592,147832.350614525,50.6341910558659,5.59176213687151,LIEGE,6
62079,6,25383,240279.128294574,157328.829767442,50.7174077255814,5.64953681860465,OUPEYE,6
62093,6,23736,231966.766363636,147444.087272727,50.6270326454545,5.52239332272727,SAINT,6
62096,6,62395,231128.670857143,143329.447,50.5913876214286,5.51004247571429,SERAING,6
62099,6,16074,246346.770897436,147411.205512821,50.6334171205128,5.72854858205128,SOUMAGNE,6
62100,6,13042,241685.72490566,135070.085471698,50.5203544056604,5.67225888113208,SPRIMONT,6
62108,6,17706,243290.97797619,158162.494880952,50.7247001428571,5.68939977619048,VISE,6
62118,6,23618,227034.718414634,147878.233292683,50.6316221853659,5.45730362195122,GRACE,6
62119,6,13634,244372.6540625,151923.079375,50.6742921375,5.705151975,BLEGNY-TREMBLEUR,6
62120,6,26111,226191.225487805,143833.55097561,50.5973979060976,5.44427433170732,FLEMALLE,6
62121,6,10684,229329.783703704,137456.619259259,50.5446814740741,5.48550184444444,NEUPRE-NEUVILLE-EN-CONDROZ,6
62122,6,8000,244335.253888889,140966.573703704,50.5777498407407,5.71019894444444,TROOZ-FORET,6
63001,6,5209,278422.326282051,116871.217692308,50.3484809692308,6.18923271538462,AMEL,6
63003,6,3981,255113.196666667,155825.545555556,50.7021296,5.8592295,AUBEL ,6
63004,6,4134,264708.335384615,146831.863076923,50.6231663769231,5.98556833076923,BAELEN,6
63012,6,5455,288316.622142857,119493.058035714,50.3827161714286,6.29970428571429,BULLINGEN,6
63013,6,5712,280003.549047619,128431.999047619,50.4398279,6.21079545714286,BUTGENBACH,6
63020,6,14132,255830.776842105,145407.375789474,50.6118514421053,5.86841703157895,DISON,6
63023,6,18638,268693.449848485,147937.168636364,50.6285651909091,6.03860625454545,EUPEN,6
63035,6,17918,251100.218444444,148544.708444444,50.6398430866667,5.80855174888889,HERVE,6
63038,6,8124,261709.626896552,137165.172758621,50.5356697172414,5.94734855172414,JALHAY,6
63040,6,11031,266636.312777778,157405.603333333,50.7143532388889,6.01869431666667,KELMIS,6
63045,6,3483,251288.577297297,111403.58027027,50.2970769486486,5.77584037297297,LIERNEUX,6
63046,6,5784,260969.055789474,145848.022105263,50.619153068421,5.938444,LIMBOURG,6
63048,6,5479,265811.816875,153070.33125,50.6804488875,6.0156632,LONTZEN,6
63049,6,11549,268280.630454545,124180.081590909,50.4231379227273,6.02719860909091,MALMEDY,6
63057,6,4188,246494.14,142876.73,50.5900615,5.7465679,OLNE,6
63058,6,9625,251574.94,141048.1268,50.572777992,5.805486996,PEPINSTER,6
63061,6,10578,273147.065769231,153640.2,50.6862391923077,6.09648709230769,RAEREN,6
63067,6,9283,275745.936320755,109178.563301887,50.268070854717,6.12763816792453,SANKT-VITH,6
63072,6,10495,256411.152380952,131572.37,50.5701277,5.5523484,SPA ,6
63073,6,6874,262074.14475,123199.54275,50.4076537875,5.935340135,STAVELOT,6
63075,6,2958,251855.915416667,122633.748229167,50.4005712041667,5.79497206041667,STOUMONT,6
63076,6,11921,253065.766222222,135530.780333333,50.5236005222222,5.81971843333333,THEUX,6
63079,6,54285,256019.764492754,143015.497463768,50.5882246463768,5.86574846666667,VERVIERS,6
63080,6,6659,274480.764166667,126542.4415,50.42860485,6.11739328,WAIMES,6
63084,6,9515,261954.054583333,151298.485104167,50.6723520875,5.9574820625,WELKENRAEDT,6
63086,6,2423,257335.840806452,117577.449516129,50.3494296193548,5.87617089354839,TROIS,6
63087,6,3922,273633.285128205,100535.635897436,50.2049036461539,6.10084210769231,BURG-REULAND-THOMMEN,6
63088,6,9984,262823.0828125,159010.1825,50.72757471875,5.96774844375,PLOMBIERES-GEMMENICH,6
63089,6,5615,255805.814888889,151525.873333333,50.6567777866667,5.87496760666667,THIMISTER,6
64008,6,2808,208761.319285714,155248.914285714,50.6931364714286,5.20426168571429,BERLOZ,6
